payment_id,order_id,payment_method,payment_status,payment_date
1492,1492,Credit Card,Refunded,01-08-2025
1493,1493,UPI,Failed,01-07-2024
1494,1494,Net Banking,Failed,13-08-2024
1495,1495,COD,Paid,29-03-2025
1496,1496,UPI,Refunded,05-07-2024
1497,1497,Net Banking,Failed,01-09-2024
1498,1498,COD,Paid,10-06-2025
1499,1499,COD,Failed,11-04-2025
1500,1500,Debit Card,Paid,27-04-2024
1501,1501,Debit Card,Refunded,30-11-2024
1502,1502,Debit Card,Failed,02-09-2024
1503,1503,Debit Card,Refunded,09-08-2025
1504,1504,Net Banking,Failed,14-07-2025
1505,1505,Credit Card,Failed,30-05-2024
1506,1506,COD,Refunded,10-11-2025
1507,1507,Debit Card,Paid,16-10-2025
1508,1508,Credit Card,Refunded,01-11-2025
1509,1509,Credit Card,Failed,24-02-2024
1510,1510,COD,Paid,22-11-2024
1511,1511,Credit Card,Failed,10-11-2025
1512,1512,Debit Card,Failed,25-09-2024
1513,1513,COD,Paid,30-01-2025
1514,1514,Net Banking,Refunded,07-05-2024
1515,1515,Net Banking,Failed,23-10-2025
1516,1516,UPI,Failed,09-08-2025
1517,1517,Debit Card,Paid,29-03-2025
1518,1518,Net Banking,Paid,04-09-2024
1519,1519,Net Banking,Refunded,03-01-2024
1520,1520,UPI,Failed,20-03-2025
1521,1521,Net Banking,Refunded,21-02-2024
1522,1522,COD,Refunded,26-01-2024
1523,1523,UPI,Failed,11-10-2025
1524,1524,COD,Paid,31-10-2025
1525,1525,UPI,Failed,20-04-2025
1526,1526,Net Banking,Failed,21-05-2024
1527,1527,UPI,Paid,05-07-2025
1528,1528,Debit Card,Paid,24-06-2024
1529,1529,Credit Card,Refunded,20-02-2024
1530,1530,Debit Card,Refunded,07-10-2024
1531,1531,Credit Card,Refunded,03-05-2025
1532,1532,COD,Failed,16-12-2025
1533,1533,Debit Card,Paid,20-11-2024
1534,1534,Net Banking,Failed,01-08-2025
1535,1535,UPI,Refunded,07-12-2024
1536,1536,COD,Failed,07-03-2024
1537,1537,Debit Card,Refunded,22-12-2025
1538,1538,Credit Card,Failed,11-06-2024
1539,1539,Net Banking,Paid,22-07-2024
1540,1540,Net Banking,Refunded,04-11-2025
1541,1541,Credit Card,Paid,21-08-2024
1542,1542,Net Banking,Paid,09-06-2024
1543,1543,UPI,Refunded,31-07-2024
1544,1544,Net Banking,Refunded,02-05-2024
1545,1545,COD,Failed,06-08-2024
1546,1546,Net Banking,Paid,25-05-2024
1547,1547,Debit Card,Refunded,16-06-2025
1548,1548,Credit Card,Failed,20-12-2024
1549,1549,Net Banking,Paid,08-03-2025
1550,1550,COD,Paid,25-08-2025
1551,1551,Debit Card,Failed,04-09-2025
1552,1552,COD,Refunded,07-05-2025
1553,1553,COD,Failed,17-08-2024
1554,1554,Net Banking,Paid,31-12-2024
1555,1555,Debit Card,Failed,18-10-2024
1556,1556,Debit Card,Failed,11-11-2024
1557,1557,Credit Card,Refunded,13-04-2024
1558,1558,Debit Card,Paid,13-03-2024
1559,1559,Credit Card,Refunded,16-07-2025
1560,1560,UPI,Refunded,10-03-2025
1561,1561,COD,Failed,16-12-2024
1562,1562,UPI,Paid,10-03-2025
1563,1563,COD,Paid,17-10-2025
1564,1564,UPI,Refunded,21-04-2025
1565,1565,Credit Card,Paid,03-06-2024
1566,1566,Net Banking,Refunded,06-02-2025
1567,1567,UPI,Failed,22-05-2025
1568,1568,Debit Card,Failed,25-11-2025
1569,1569,Debit Card,Paid,23-10-2025
1570,1570,Net Banking,Failed,16-12-2024
1571,1571,Debit Card,Paid,19-11-2024
1572,1572,Net Banking,Refunded,14-09-2024
1573,1573,Credit Card,Refunded,23-03-2024
1574,1574,Credit Card,Failed,08-02-2025
1575,1575,UPI,Failed,06-11-2024
1576,1576,UPI,Paid,20-01-2025
1577,1577,COD,Refunded,11-05-2025
1578,1578,COD,Refunded,16-09-2024
1579,1579,COD,Failed,11-07-2025
1580,1580,Net Banking,Paid,16-12-2025
1581,1581,COD,Paid,29-05-2025
1582,1582,Debit Card,Refunded,15-12-2025
1583,1583,UPI,Refunded,28-01-2025
1584,1584,Net Banking,Failed,27-02-2024
1585,1585,COD,Failed,11-11-2024
1586,1586,UPI,Refunded,21-04-2024
1587,1587,Debit Card,Failed,14-07-2025
1588,1588,UPI,Paid,20-12-2025
1589,1589,COD,Paid,10-10-2024
1590,1590,UPI,Failed,16-07-2025
1591,1591,COD,Failed,04-11-2025
1592,1592,Credit Card,Refunded,04-02-2025
1593,1593,UPI,Failed,22-12-2025
1594,1594,Credit Card,Paid,15-04-2025
1595,1595,UPI,Failed,16-04-2025
1596,1596,UPI,Failed,08-02-2024
1597,1597,Debit Card,Paid,29-02-2024
1598,1598,Debit Card,Paid,29-09-2025
1599,1599,COD,Refunded,18-02-2024
1600,1600,Debit Card,Failed,27-05-2024
1601,1601,Credit Card,Refunded,18-06-2025
1602,1602,Debit Card,Paid,07-05-2025
1603,1603,Debit Card,Failed,18-10-2024
1604,1604,Debit Card,Failed,13-05-2025
1605,1605,Debit Card,Refunded,08-09-2024
1606,1606,UPI,Refunded,16-01-2025
1607,1607,COD,Failed,02-10-2024
1608,1608,Net Banking,Refunded,08-01-2025
1609,1609,COD,Refunded,16-03-2025
1610,1610,Debit Card,Failed,16-02-2024
1611,1611,UPI,Refunded,02-01-2025
1612,1612,Credit Card,Failed,17-05-2025
1613,1613,Debit Card,Failed,13-08-2025
1614,1614,Debit Card,Paid,15-06-2024
1615,1615,Credit Card,Paid,17-02-2025
1616,1616,UPI,Refunded,07-09-2024
1617,1617,COD,Refunded,24-09-2024
1618,1618,COD,Paid,14-11-2024
1619,1619,Net Banking,Failed,04-03-2025
1620,1620,Net Banking,Paid,02-06-2025
1621,1621,Net Banking,Failed,04-01-2025
1622,1622,COD,Failed,19-08-2025
1623,1623,Net Banking,Paid,14-08-2024
1624,1624,Net Banking,Paid,04-08-2025
1625,1625,Net Banking,Failed,12-12-2025
1626,1626,UPI,Refunded,03-02-2025
1627,1627,UPI,Failed,06-06-2025
1628,1628,COD,Refunded,15-05-2024
1629,1629,UPI,Refunded,27-07-2024
1630,1630,Debit Card,Refunded,15-01-2024
1631,1631,Credit Card,Refunded,03-02-2025
1632,1632,Debit Card,Refunded,25-09-2025
1633,1633,UPI,Failed,13-12-2025
1634,1634,COD,Failed,28-03-2024
1635,1635,UPI,Failed,25-09-2024
1636,1636,Net Banking,Failed,06-02-2024
1637,1637,Credit Card,Refunded,10-08-2024
1638,1638,Credit Card,Paid,10-08-2025
1639,1639,COD,Failed,10-04-2025
1640,1640,Debit Card,Failed,12-02-2025
1641,1641,UPI,Failed,24-11-2024
1642,1642,UPI,Failed,07-02-2024
1643,1643,UPI,Paid,07-10-2025
1644,1644,UPI,Failed,29-03-2025
1645,1645,Credit Card,Paid,20-01-2024
1646,1646,UPI,Failed,27-12-2025
1647,1647,UPI,Failed,17-11-2025
1648,1648,Net Banking,Paid,11-12-2024
1649,1649,Credit Card,Failed,02-11-2025
1650,1650,Debit Card,Failed,31-10-2025
1651,1651,UPI,Paid,28-10-2025
1652,1652,Debit Card,Paid,02-06-2024
1653,1653,COD,Failed,07-02-2024
1654,1654,Debit Card,Failed,10-04-2025
1655,1655,COD,Paid,29-11-2025
1656,1656,Credit Card,Paid,10-11-2025
1657,1657,Credit Card,Failed,14-01-2024
1658,1658,Credit Card,Failed,30-12-2024
1659,1659,UPI,Paid,15-08-2025
1660,1660,Credit Card,Refunded,30-12-2024
1661,1661,Debit Card,Failed,07-02-2024
1662,1662,UPI,Failed,15-04-2025
1663,1663,UPI,Refunded,14-11-2024
1664,1664,COD,Refunded,23-12-2025
1665,1665,COD,Paid,21-03-2025
1666,1666,Debit Card,Paid,14-04-2025
1667,1667,Net Banking,Failed,28-04-2024
1668,1668,COD,Paid,17-10-2024
1669,1669,COD,Paid,25-07-2025
1670,1670,Credit Card,Paid,25-03-2025
1671,1671,COD,Refunded,12-03-2024
1672,1672,UPI,Refunded,26-05-2025
1673,1673,UPI,Paid,16-11-2025
1674,1674,UPI,Failed,02-05-2025
1675,1675,Debit Card,Refunded,23-08-2025
1676,1676,COD,Failed,23-05-2025
1677,1677,COD,Refunded,02-01-2024
1678,1678,UPI,Failed,24-11-2025
1679,1679,UPI,Failed,28-08-2024
1680,1680,Debit Card,Refunded,24-03-2025
1681,1681,UPI,Failed,10-07-2024
1682,1682,UPI,Refunded,05-10-2024
1683,1683,Debit Card,Refunded,05-11-2024
1684,1684,Debit Card,Failed,16-10-2024
1685,1685,Debit Card,Paid,25-03-2024
1686,1686,UPI,Paid,04-09-2024
1687,1687,Debit Card,Failed,23-09-2025
1688,1688,COD,Paid,14-06-2024
1689,1689,UPI,Refunded,22-01-2025
1690,1690,Net Banking,Failed,20-02-2025
1691,1691,UPI,Refunded,12-08-2024
1692,1692,UPI,Failed,30-01-2024
1693,1693,Net Banking,Failed,15-07-2025
1694,1694,COD,Failed,06-10-2024
1695,1695,Debit Card,Failed,23-07-2024
1696,1696,UPI,Failed,23-08-2024
1697,1697,Credit Card,Paid,06-03-2024
1698,1698,Credit Card,Failed,02-11-2025
1699,1699,Credit Card,Paid,20-06-2024
1700,1700,Debit Card,Failed,01-11-2024
1701,1701,Debit Card,Failed,22-11-2024
1702,1702,Net Banking,Failed,29-05-2024
1703,1703,Debit Card,Paid,04-03-2025
1704,1704,Credit Card,Refunded,29-08-2025
1705,1705,Net Banking,Refunded,17-08-2024
1706,1706,UPI,Paid,06-01-2025
1707,1707,COD,Failed,05-04-2025
1708,1708,UPI,Failed,26-05-2024
1709,1709,COD,Refunded,16-07-2025
1710,1710,Debit Card,Refunded,10-03-2025
1711,1711,COD,Refunded,07-07-2024
1712,1712,COD,Paid,01-06-2024
1713,1713,Credit Card,Refunded,08-07-2024
1714,1714,COD,Paid,10-07-2024
1715,1715,UPI,Paid,26-02-2025
1716,1716,UPI,Paid,01-06-2024
1717,1717,COD,Refunded,24-08-2024
1718,1718,UPI,Failed,08-03-2025
1719,1719,Net Banking,Refunded,11-01-2025
1720,1720,Credit Card,Paid,25-02-2024
1721,1721,COD,Refunded,01-11-2024
1722,1722,Credit Card,Paid,09-06-2025
1723,1723,Credit Card,Refunded,06-09-2025
1724,1724,COD,Failed,05-11-2025
1725,1725,Debit Card,Paid,07-05-2024
1726,1726,COD,Failed,12-06-2024
1727,1727,COD,Refunded,28-07-2025
1728,1728,COD,Refunded,14-08-2025
1729,1729,Credit Card,Failed,06-04-2024
1730,1730,Debit Card,Refunded,12-11-2024
1731,1731,UPI,Failed,18-11-2024
1732,1732,Debit Card,Failed,11-04-2025
1733,1733,Credit Card,Refunded,16-03-2025
1734,1734,UPI,Paid,06-12-2024
1735,1735,Net Banking,Paid,11-07-2024
1736,1736,UPI,Refunded,26-06-2024
1737,1737,COD,Paid,30-09-2025
1738,1738,Debit Card,Failed,21-03-2025
1739,1739,Credit Card,Paid,15-10-2025
1740,1740,Debit Card,Paid,17-12-2024
1741,1741,Debit Card,Failed,28-08-2024
1742,1742,Net Banking,Refunded,04-09-2024
1743,1743,Credit Card,Failed,20-12-2024
1744,1744,Debit Card,Failed,05-07-2025
1745,1745,Net Banking,Failed,20-11-2025
1746,1746,Debit Card,Refunded,09-03-2025
1747,1747,UPI,Failed,03-02-2025
1748,1748,Credit Card,Failed,16-04-2025
1749,1749,UPI,Failed,02-12-2024
1750,1750,Debit Card,Failed,13-11-2024
1751,1751,COD,Paid,21-10-2024
1752,1752,Credit Card,Refunded,08-02-2024
1753,1753,COD,Refunded,19-09-2025
1754,1754,COD,Failed,10-11-2025
1755,1755,UPI,Failed,01-04-2025
1756,1756,Net Banking,Failed,04-02-2025
1757,1757,Net Banking,Refunded,09-06-2025
1758,1758,Credit Card,Failed,13-02-2025
1759,1759,Net Banking,Paid,14-08-2024
1760,1760,Debit Card,Refunded,15-02-2025
1761,1761,UPI,Paid,16-09-2024
1762,1762,COD,Refunded,25-08-2024
1763,1763,Debit Card,Refunded,16-09-2025
1764,1764,Credit Card,Paid,01-05-2025
1765,1765,Debit Card,Failed,20-10-2025
1766,1766,Credit Card,Failed,06-04-2024
1767,1767,Credit Card,Paid,20-11-2025
1768,1768,Net Banking,Refunded,23-07-2025
1769,1769,COD,Failed,06-04-2024
1770,1770,UPI,Refunded,20-10-2024
1771,1771,Net Banking,Failed,05-01-2024
1772,1772,Net Banking,Failed,07-10-2025
1773,1773,Net Banking,Refunded,11-10-2025
1774,1774,Credit Card,Failed,08-06-2025
1775,1775,COD,Refunded,02-01-2024
1776,1776,Credit Card,Refunded,25-04-2025
1777,1777,COD,Paid,22-09-2025
1778,1778,Credit Card,Failed,06-06-2024
1779,1779,COD,Paid,03-06-2024
1780,1780,Credit Card,Paid,23-10-2025
1781,1781,Debit Card,Failed,10-04-2025
1782,1782,Debit Card,Paid,03-07-2024
1783,1783,COD,Paid,24-10-2025
1784,1784,Debit Card,Failed,14-07-2025
1785,1785,Credit Card,Refunded,10-01-2025
1786,1786,Credit Card,Failed,26-07-2024
1787,1787,UPI,Refunded,10-09-2024
1788,1788,Net Banking,Paid,12-07-2024
1789,1789,COD,Refunded,14-11-2024
1790,1790,Net Banking,Failed,05-05-2025
1791,1791,COD,Failed,22-12-2024
1792,1792,Net Banking,Paid,21-05-2025
1793,1793,UPI,Failed,29-09-2025
1794,1794,Credit Card,Refunded,04-12-2025
1795,1795,Debit Card,Refunded,30-04-2025
1796,1796,COD,Paid,10-01-2025
1797,1797,Credit Card,Refunded,22-02-2025
1798,1798,COD,Paid,10-04-2025
1799,1799,Credit Card,Refunded,27-08-2025
1800,1800,Credit Card,Paid,20-08-2024
1801,1801,UPI,Failed,25-10-2025
1802,1802,Net Banking,Paid,17-01-2025
1803,1803,COD,Paid,29-10-2025
1804,1804,COD,Failed,06-11-2025
1805,1805,UPI,Refunded,20-08-2025
1806,1806,COD,Paid,08-04-2024
1807,1807,COD,Refunded,20-06-2025
1808,1808,COD,Failed,22-12-2025
1809,1809,UPI,Failed,15-03-2024
1810,1810,Debit Card,Failed,07-08-2025
1811,1811,Net Banking,Refunded,10-07-2024
1812,1812,Debit Card,Failed,14-09-2025
1813,1813,Credit Card,Paid,15-04-2024
1814,1814,Debit Card,Paid,01-10-2024
1815,1815,Net Banking,Failed,04-05-2025
1816,1816,COD,Refunded,10-12-2025
1817,1817,Net Banking,Refunded,01-02-2024
1818,1818,Credit Card,Refunded,07-06-2024
1819,1819,Credit Card,Failed,06-01-2025
1820,1820,UPI,Refunded,19-02-2024
1821,1821,Net Banking,Refunded,21-08-2024
1822,1822,Net Banking,Failed,28-03-2024
1823,1823,Credit Card,Refunded,10-01-2024
1824,1824,Debit Card,Refunded,08-05-2024
1825,1825,Credit Card,Refunded,07-01-2024
1826,1826,COD,Refunded,05-02-2025
1827,1827,Net Banking,Failed,09-08-2024
1828,1828,Debit Card,Failed,09-10-2024
1829,1829,Credit Card,Refunded,05-04-2024
1830,1830,COD,Paid,02-01-2025
1831,1831,Net Banking,Refunded,08-11-2024
1832,1832,Net Banking,Failed,13-09-2024
1833,1833,Debit Card,Paid,07-06-2025
1834,1834,COD,Refunded,05-06-2024
1835,1835,UPI,Failed,23-03-2024
1836,1836,Credit Card,Paid,05-02-2025
1837,1837,COD,Failed,14-01-2025
1838,1838,Debit Card,Failed,02-01-2025
1839,1839,Debit Card,Failed,13-06-2025
1840,1840,Net Banking,Refunded,19-07-2025
1841,1841,UPI,Failed,16-09-2025
1842,1842,Debit Card,Refunded,24-11-2025
1843,1843,Net Banking,Refunded,19-04-2025
1844,1844,Debit Card,Failed,26-01-2024
1845,1845,UPI,Refunded,08-05-2024
1846,1846,UPI,Paid,03-03-2025
1847,1847,UPI,Paid,30-05-2024
1848,1848,Net Banking,Paid,08-11-2025
1849,1849,Net Banking,Failed,02-04-2025
1850,1850,UPI,Paid,26-06-2024
1851,1851,Net Banking,Failed,17-07-2024
1852,1852,Debit Card,Failed,26-08-2025
1853,1853,COD,Failed,16-04-2025
1854,1854,Net Banking,Failed,17-11-2024
1855,1855,Debit Card,Failed,25-10-2025
1856,1856,COD,Refunded,25-11-2025
1857,1857,COD,Paid,28-08-2025
1858,1858,Net Banking,Failed,18-02-2025
1859,1859,UPI,Paid,02-07-2024
1860,1860,Credit Card,Refunded,19-08-2025
1861,1861,Debit Card,Failed,03-09-2025
1862,1862,UPI,Refunded,27-08-2024
1863,1863,Net Banking,Refunded,23-07-2025
1864,1864,Debit Card,Paid,09-09-2024
1865,1865,Debit Card,Paid,20-04-2024
1866,1866,COD,Failed,29-03-2024
1867,1867,Net Banking,Failed,14-09-2025
1868,1868,UPI,Refunded,06-02-2025
1869,1869,COD,Refunded,02-09-2025
1870,1870,Debit Card,Refunded,31-10-2024
1871,1871,COD,Refunded,31-05-2024
1872,1872,Net Banking,Refunded,03-10-2025
1873,1873,Debit Card,Refunded,21-02-2025
1874,1874,COD,Failed,14-09-2025
1875,1875,Debit Card,Failed,02-10-2025
1876,1876,Credit Card,Paid,27-11-2024
1877,1877,Credit Card,Refunded,02-07-2024
1878,1878,Credit Card,Refunded,02-08-2025
1879,1879,Debit Card,Refunded,10-09-2024
1880,1880,Net Banking,Refunded,12-09-2025
1881,1881,Debit Card,Refunded,20-07-2025
1882,1882,Credit Card,Refunded,02-04-2024
1883,1883,Credit Card,Refunded,06-05-2025
1884,1884,Credit Card,Refunded,08-08-2024
1885,1885,Net Banking,Refunded,10-05-2024
1886,1886,Credit Card,Paid,18-12-2024
1887,1887,UPI,Failed,29-01-2024
1888,1888,Net Banking,Failed,22-02-2025
1889,1889,COD,Failed,24-10-2024
1890,1890,Net Banking,Paid,01-11-2025
1891,1891,Credit Card,Refunded,20-11-2024
1892,1892,Credit Card,Paid,01-09-2025
1893,1893,Debit Card,Refunded,13-03-2024
1894,1894,COD,Refunded,16-08-2025
1895,1895,Credit Card,Failed,04-09-2025
1896,1896,Net Banking,Paid,27-01-2025
1897,1897,COD,Failed,30-05-2025
1898,1898,COD,Paid,19-04-2025
1899,1899,Credit Card,Refunded,28-01-2025
1900,1900,Net Banking,Failed,24-11-2025
1901,1901,Debit Card,Failed,27-01-2024
1902,1902,COD,Failed,01-10-2025
1903,1903,UPI,Refunded,09-04-2024
1904,1904,Debit Card,Failed,21-08-2024
1905,1905,UPI,Paid,06-07-2025
1906,1906,UPI,Paid,24-01-2024
1907,1907,Credit Card,Refunded,01-12-2024
1908,1908,Credit Card,Failed,24-06-2024
1909,1909,Net Banking,Failed,08-05-2024
1910,1910,Debit Card,Refunded,09-11-2025
1911,1911,UPI,Failed,11-05-2025
1912,1912,Debit Card,Failed,02-01-2025
1913,1913,Credit Card,Refunded,22-03-2024
1914,1914,Net Banking,Refunded,16-10-2025
1915,1915,UPI,Refunded,17-05-2025
1916,1916,Credit Card,Paid,21-05-2024
1917,1917,UPI,Failed,22-02-2024
1918,1918,Net Banking,Failed,06-09-2025
1919,1919,Net Banking,Refunded,16-03-2025
1920,1920,UPI,Paid,23-05-2024
1921,1921,COD,Failed,26-09-2025
1922,1922,Net Banking,Paid,20-10-2024
1923,1923,UPI,Paid,18-06-2024
1924,1924,Debit Card,Paid,15-02-2024
1925,1925,Net Banking,Failed,31-03-2024
1926,1926,Debit Card,Failed,29-03-2024
1927,1927,Credit Card,Paid,23-12-2025
1928,1928,Net Banking,Failed,11-10-2024
1929,1929,UPI,Refunded,27-12-2025
1930,1930,UPI,Refunded,09-10-2025
1931,1931,Credit Card,Refunded,26-02-2024
1932,1932,Debit Card,Refunded,31-05-2025
1933,1933,UPI,Failed,16-03-2025
1934,1934,COD,Refunded,19-04-2025
1935,1935,Credit Card,Paid,28-11-2025
1936,1936,COD,Paid,09-07-2024
1937,1937,Debit Card,Refunded,04-01-2025
1938,1938,UPI,Paid,12-09-2024
1939,1939,Net Banking,Failed,04-09-2024
1940,1940,Debit Card,Refunded,30-09-2024
1941,1941,COD,Failed,02-06-2024
1942,1942,Debit Card,Refunded,13-07-2025
1943,1943,UPI,Refunded,22-06-2025
1944,1944,UPI,Refunded,23-06-2024
1945,1945,UPI,Failed,18-09-2024
1946,1946,Net Banking,Failed,23-10-2024
1947,1947,Debit Card,Paid,20-11-2025
1948,1948,UPI,Paid,17-01-2024
1949,1949,Net Banking,Failed,05-10-2024
1950,1950,Net Banking,Failed,01-03-2024
1951,1951,Net Banking,Refunded,14-01-2024
1952,1952,COD,Paid,25-09-2025
1953,1953,Net Banking,Paid,10-07-2024
1954,1954,Net Banking,Failed,01-12-2025
1955,1955,Net Banking,Paid,14-10-2024
1956,1956,Credit Card,Refunded,08-10-2024
1957,1957,COD,Failed,23-11-2024
1958,1958,UPI,Paid,09-11-2025
1959,1959,COD,Paid,18-02-2024
1960,1960,Credit Card,Failed,08-07-2025
1961,1961,COD,Paid,02-11-2025
1962,1962,Credit Card,Failed,07-03-2025
1963,1963,Debit Card,Paid,14-07-2024
1964,1964,Net Banking,Paid,17-06-2024
1965,1965,Net Banking,Paid,20-07-2024
1966,1966,COD,Failed,25-11-2025
1967,1967,Credit Card,Paid,29-01-2024
1968,1968,Debit Card,Failed,28-04-2025
1969,1969,Credit Card,Paid,06-02-2024
1970,1970,Net Banking,Refunded,28-12-2024
1971,1971,Credit Card,Failed,05-12-2025
1972,1972,UPI,Refunded,03-06-2025
1973,1973,COD,Paid,19-02-2025
1974,1974,Debit Card,Paid,02-12-2024
1975,1975,UPI,Paid,16-06-2025
1976,1976,Credit Card,Failed,04-12-2024
1977,1977,Net Banking,Failed,05-07-2024
1978,1978,Credit Card,Paid,03-06-2025
1979,1979,COD,Failed,14-08-2024
1980,1980,Net Banking,Paid,27-01-2025
1981,1981,COD,Failed,17-01-2024
1982,1982,UPI,Failed,20-09-2025
1983,1983,COD,Failed,19-06-2024
1984,1984,UPI,Paid,18-01-2024
1985,1985,Credit Card,Failed,21-06-2024
1986,1986,COD,Refunded,26-02-2025
1987,1987,Debit Card,Paid,27-02-2024
1988,1988,UPI,Refunded,19-03-2024
1989,1989,Net Banking,Refunded,06-07-2024
1990,1990,Net Banking,Refunded,01-09-2024
1991,1991,Debit Card,Refunded,08-09-2024
1992,1992,Credit Card,Failed,06-05-2025
1993,1993,Debit Card,Refunded,24-10-2025
1994,1994,Debit Card,Refunded,29-04-2024
1995,1995,COD,Failed,24-05-2025
1996,1996,Net Banking,Refunded,29-07-2025
1997,1997,Debit Card,Paid,21-08-2024
1998,1998,Debit Card,Refunded,05-09-2024
1999,1999,UPI,Paid,28-12-2025
2000,2000,Debit Card,Paid,18-11-2024
2001,2001,UPI,Refunded,19-04-2024
2002,2002,Debit Card,Refunded,26-12-2025
2003,2003,Debit Card,Failed,06-03-2024
2004,2004,Debit Card,Refunded,21-08-2025
2005,2005,Credit Card,Paid,19-08-2024
2006,2006,Credit Card,Refunded,12-07-2025
2007,2007,COD,Paid,30-11-2025
2008,2008,UPI,Failed,10-08-2025
2009,2009,UPI,Refunded,03-10-2025
2010,2010,Debit Card,Paid,30-07-2024
2011,2011,COD,Refunded,30-03-2025
2012,2012,Net Banking,Refunded,08-02-2024
2013,2013,UPI,Failed,13-01-2025
2014,2014,UPI,Refunded,05-08-2024
2015,2015,UPI,Failed,21-01-2025
2016,2016,UPI,Paid,19-01-2024
2017,2017,UPI,Paid,19-07-2025
2018,2018,Credit Card,Failed,17-11-2025
2019,2019,UPI,Refunded,10-12-2025
2020,2020,Credit Card,Failed,08-06-2024
2021,2021,UPI,Refunded,26-07-2025
2022,2022,COD,Paid,15-03-2024
2023,2023,COD,Paid,10-12-2025
2024,2024,Credit Card,Paid,30-03-2025
2025,2025,Credit Card,Failed,28-08-2024
2026,2026,COD,Failed,27-09-2024
2027,2027,Net Banking,Paid,07-06-2025
2028,2028,Net Banking,Refunded,12-04-2024
2029,2029,Credit Card,Refunded,08-02-2025
2030,2030,UPI,Failed,17-02-2025
2031,2031,COD,Failed,19-08-2025
2032,2032,Debit Card,Failed,04-12-2025
2033,2033,UPI,Failed,28-09-2024
2034,2034,Debit Card,Refunded,14-07-2025
2035,2035,UPI,Failed,21-09-2024
2036,2036,Debit Card,Failed,18-10-2024
2037,2037,Credit Card,Paid,23-10-2024
2038,2038,Net Banking,Failed,27-05-2025
2039,2039,UPI,Failed,17-06-2025
2040,2040,Net Banking,Failed,27-01-2024
2041,2041,Debit Card,Refunded,31-03-2025
2042,2042,UPI,Failed,23-01-2025
2043,2043,COD,Paid,04-04-2025
2044,2044,Credit Card,Refunded,27-05-2024
2045,2045,Net Banking,Paid,09-01-2024
2046,2046,COD,Paid,01-06-2024
2047,2047,Credit Card,Failed,08-05-2024
2048,2048,COD,Refunded,27-11-2025
2049,2049,Net Banking,Failed,29-10-2025
2050,2050,Debit Card,Refunded,01-01-2024
2051,2051,Net Banking,Failed,14-11-2025
2052,2052,UPI,Refunded,28-12-2025
2053,2053,UPI,Refunded,04-04-2024
2054,2054,Net Banking,Paid,09-02-2024
2055,2055,COD,Failed,23-05-2024
2056,2056,Credit Card,Paid,10-02-2024
2057,2057,Net Banking,Failed,24-10-2025
2058,2058,COD,Refunded,07-08-2024
2059,2059,COD,Failed,24-10-2025
2060,2060,Credit Card,Failed,16-11-2025
2061,2061,Net Banking,Paid,25-04-2025
2062,2062,Net Banking,Refunded,20-10-2025
2063,2063,COD,Refunded,05-08-2024
2064,2064,UPI,Failed,01-07-2025
2065,2065,Net Banking,Failed,24-10-2025
2066,2066,Credit Card,Refunded,16-11-2025
2067,2067,Debit Card,Paid,12-09-2025
2068,2068,UPI,Failed,30-08-2024
2069,2069,Credit Card,Refunded,21-12-2025
2070,2070,Debit Card,Refunded,11-05-2024
2071,2071,UPI,Paid,07-08-2025
2072,2072,Net Banking,Paid,06-02-2025
2073,2073,Debit Card,Failed,22-08-2024
2074,2074,COD,Failed,05-11-2025
2075,2075,UPI,Failed,17-11-2024
2076,2076,UPI,Failed,18-06-2025
2077,2077,Credit Card,Failed,04-01-2024
2078,2078,Debit Card,Paid,31-07-2024
2079,2079,Debit Card,Paid,02-09-2025
2080,2080,Credit Card,Failed,06-11-2025
2081,2081,COD,Failed,06-02-2025
2082,2082,Credit Card,Failed,25-11-2024
2083,2083,Debit Card,Refunded,14-05-2024
2084,2084,UPI,Refunded,11-05-2024
2085,2085,Credit Card,Paid,11-01-2024
2086,2086,Debit Card,Paid,21-06-2024
2087,2087,COD,Refunded,21-08-2024
2088,2088,Credit Card,Failed,13-09-2025
2089,2089,Credit Card,Refunded,13-07-2024
2090,2090,UPI,Refunded,03-02-2024
2091,2091,Net Banking,Paid,12-03-2024
2092,2092,Debit Card,Failed,07-05-2024
2093,2093,UPI,Failed,20-04-2024
2094,2094,UPI,Refunded,17-09-2024
2095,2095,Net Banking,Paid,20-03-2024
2096,2096,Net Banking,Refunded,06-10-2024
2097,2097,Credit Card,Refunded,17-10-2024
2098,2098,COD,Refunded,19-09-2025
2099,2099,Net Banking,Refunded,09-02-2024
2100,2100,Net Banking,Failed,08-04-2025
2101,2101,COD,Failed,18-04-2025
2102,2102,Debit Card,Refunded,27-09-2025
2103,2103,Net Banking,Failed,31-08-2025
2104,2104,COD,Refunded,27-09-2025
2105,2105,Credit Card,Failed,09-10-2024
2106,2106,Debit Card,Paid,20-10-2025
2107,2107,UPI,Paid,20-08-2025
2108,2108,Credit Card,Failed,15-12-2024
2109,2109,Credit Card,Paid,15-01-2024
2110,2110,UPI,Paid,21-11-2025
2111,2111,Debit Card,Paid,11-05-2025
2112,2112,Debit Card,Paid,15-12-2025
2113,2113,Net Banking,Failed,16-12-2024
2114,2114,Net Banking,Paid,25-03-2025
2115,2115,Debit Card,Failed,28-09-2025
2116,2116,Net Banking,Refunded,05-04-2024
2117,2117,COD,Paid,21-02-2025
