s.no,shipping_id,order_id,shipping_date,delivery_date,shipping_cost,courier_name
,1600,1600,2025-12-18,2025-11-17,259.26,Delhivery
,1601,1601,2024-07-03,2025-02-06,63.04,Blue Dart
,1602,1602,2025-09-17,2024-05-10,447.03,Blue Dart
,1603,1603,2024-03-16,2024-12-21,58.44,Delhivery
,1604,1604,2025-04-07,2025-10-12,159.91,Ekart
,1605,1605,2025-12-02,2024-02-24,292.64,DTDC
,1606,1606,2025-11-10,2025-05-20,575.51,Delhivery
,1607,1607,2024-07-08,2024-09-23,476.98,Blue Dart
,1608,1608,2024-06-25,2025-04-21,580.16,DTDC
,1609,1609,2025-11-14,2024-02-08,270.11,Ekart
,1610,1610,2025-11-20,2025-03-07,373.14,Ekart
,1611,1611,2024-03-12,2025-10-17,230.17,Blue Dart
,1612,1612,2024-08-22,2024-08-14,459.27,Blue Dart
,1613,1613,2025-08-21,2024-01-21,227.39,Delhivery
,1614,1614,2025-03-20,2024-07-22,587.65,DTDC
,1615,1615,2025-06-30,2025-01-01,252.86,Ekart
,1616,1616,2024-05-09,2024-06-08,534.46,Ekart
,1617,1617,2024-12-24,2025-09-18,316.46,Delhivery
,1618,1618,2024-09-04,2024-08-17,207.65,DTDC
,1619,1619,2025-03-19,2025-12-04,108.89,DTDC
,1620,1620,2025-01-27,2025-11-19,472.03,Delhivery
,1621,1621,2025-05-09,2024-06-11,218.93,Ekart
,1622,1622,2024-04-21,2025-01-13,273.82,DTDC
,1623,1623,2024-08-30,2025-12-04,567.26,DTDC
,1624,1624,2025-07-31,2025-05-19,69.45,DTDC
,1625,1625,2024-06-30,2024-05-30,339.21,DTDC
,1626,1626,2024-08-13,2024-09-11,501.03,DTDC
,1627,1627,2024-04-03,2024-10-20,413.77,Delhivery
,1628,1628,2025-09-19,2025-06-23,74.72,Ekart
,1629,1629,2024-05-12,2024-10-18,566.17,DTDC
,1630,1630,2025-05-25,2024-07-01,589.76,DTDC
,1631,1631,2025-04-24,2024-07-05,487.18,Blue Dart
,1632,1632,2025-01-02,2024-01-27,538.86,DTDC
,1633,1633,2025-04-12,2024-06-07,543.44,Blue Dart
,1634,1634,2024-04-29,2024-02-04,227.87,DTDC
,1635,1635,2025-04-10,2025-07-03,159.88,DTDC
,1636,1636,2025-06-01,2024-03-28,483.76,Delhivery
,1637,1637,2025-10-24,2024-09-22,90.41,Blue Dart
,1638,1638,2025-04-16,2024-07-06,208.21,Blue Dart
,1639,1639,2024-05-05,2025-03-08,346.28,DTDC
,1640,1640,2025-10-26,2025-02-27,304.84,Delhivery
,1641,1641,2024-05-22,2025-02-26,316.97,Delhivery
,1642,1642,2025-12-01,2025-08-18,291.57,Ekart
,1643,1643,2025-11-03,2025-03-20,318.01,Blue Dart
,1644,1644,2025-12-25,2024-02-16,202.99,Blue Dart
,1645,1645,2025-05-30,2025-04-12,133.95,Blue Dart
,1646,1646,2025-01-06,2025-10-23,134.71,Blue Dart
,1647,1647,2025-04-26,2024-09-19,496.07,Delhivery
,1648,1648,2024-10-12,2025-11-14,341.49,Ekart
,1649,1649,2024-02-05,2025-02-10,204.36,DTDC
,1650,1650,2025-07-24,2025-03-24,280.02,Ekart
,1651,1651,2025-04-30,2024-12-29,152.39,DTDC
,1652,1652,2024-06-26,2024-02-26,244.79,Delhivery
,1653,1653,2025-09-22,2024-08-22,245.86,Ekart
,1654,1654,2025-05-05,2025-11-26,120.44,DTDC
,1655,1655,2025-02-22,2025-02-16,262.18,Ekart
,1656,1656,2025-11-19,2024-10-15,156.53,Ekart
,1657,1657,2025-10-07,2024-09-12,268.24,Blue Dart
,1658,1658,2024-08-27,2025-12-21,73.15,Delhivery
,1659,1659,2025-09-30,2025-06-06,500.52,Delhivery
,1660,1660,2025-09-14,2024-02-19,586.52,Delhivery
,1661,1661,2024-07-02,2024-05-01,582.94,Ekart
,1662,1662,2024-02-29,2024-01-31,312.93,DTDC
,1663,1663,2025-02-04,2025-11-16,219.5,Delhivery
,1664,1664,2024-03-05,2024-03-31,572.8,Ekart
,1665,1665,2025-01-29,2025-02-22,512.55,Ekart
,1666,1666,2024-06-08,2025-01-21,311,DTDC
,1667,1667,2024-12-31,2024-09-06,136.35,Delhivery
,1668,1668,2024-07-26,2025-11-04,236.35,Ekart
,1669,1669,2024-08-02,2024-12-16,189.69,Delhivery
,1670,1670,2025-08-29,2025-03-22,118.46,Blue Dart
,1671,1671,2024-06-06,2025-05-08,377.38,Delhivery
,1672,1672,2024-06-29,2025-12-10,477.14,Ekart
,1673,1673,2024-04-17,2025-07-31,370.66,Ekart
,1674,1674,2025-10-25,2024-04-13,232.19,Ekart
,1675,1675,2024-06-08,2025-03-15,428.26,Ekart
,1676,1676,2025-07-30,2024-04-10,554.57,DTDC
,1677,1677,2024-05-15,2025-11-01,339.3,Ekart
,1678,1678,2024-09-09,2024-10-30,509.24,DTDC
,1679,1679,2024-04-01,2025-11-16,50.73,DTDC
,1680,1680,2025-03-06,2025-08-03,479.51,Blue Dart
,1681,1681,2024-12-18,2025-04-12,442.52,Ekart
,1682,1682,2024-12-25,2024-11-28,66.08,DTDC
,1683,1683,2024-01-06,2024-08-09,520.63,Ekart
,1684,1684,2025-03-24,2025-09-01,71.36,Ekart
,1685,1685,2024-11-28,2024-01-22,596.95,Blue Dart
,1686,1686,2024-03-14,2024-01-11,416.43,DTDC
,1687,1687,2024-06-15,2025-05-16,70.86,Blue Dart
,1688,1688,2024-06-29,2024-01-16,185.57,DTDC
,1689,1689,2025-12-30,2025-05-11,411.79,Delhivery
,1690,1690,2024-02-02,2024-11-19,110.35,DTDC
,1691,1691,2025-06-21,2024-11-05,534.37,Ekart
,1692,1692,2025-06-08,2025-01-09,593.68,Ekart
,1693,1693,2025-11-02,2025-04-18,396.95,Delhivery
,1694,1694,2025-10-13,2025-05-06,77.12,Delhivery
,1695,1695,2024-06-23,2024-01-19,510.17,Blue Dart
,1696,1696,2025-04-04,2024-03-06,367.09,Delhivery
,1697,1697,2024-05-19,2025-05-04,218.69,Ekart
,1698,1698,2024-01-04,2025-09-09,467.07,Ekart
,1699,1699,2025-05-20,2025-07-10,268.38,Blue Dart
,1700,1700,2025-07-11,2025-09-17,593.71,Delhivery
,1701,1701,2025-06-12,2024-10-01,578.35,Blue Dart
,1702,1702,2025-08-04,2024-05-28,569.37,Ekart
,1703,1703,2024-10-20,2025-05-06,116.56,Delhivery
,1704,1704,2024-01-09,2024-10-09,404.25,DTDC
,1705,1705,2025-08-08,2024-12-25,117.72,Ekart
,1706,1706,2024-05-29,2025-12-29,423.97,Ekart
,1707,1707,2025-07-09,2024-12-14,474.87,Ekart
,1708,1708,2024-12-11,2025-09-14,366.43,Delhivery
,1709,1709,2025-08-11,2024-08-01,426.74,DTDC
,1710,1710,2025-01-26,2024-02-04,75.95,Delhivery
,1711,1711,2025-05-13,2024-12-11,396.43,Blue Dart
,1712,1712,2024-06-13,2024-04-22,435.54,Ekart
,1713,1713,2025-05-13,2024-09-08,83.36,Blue Dart
,1714,1714,2024-01-19,2024-10-12,344.53,DTDC
,1715,1715,2024-03-24,2025-03-27,48.99,Delhivery
,1716,1716,2025-02-22,2024-05-29,265.42,Blue Dart
,1717,1717,2024-06-18,2024-06-11,112.41,DTDC
,1718,1718,2025-06-12,2024-08-31,285.35,Blue Dart
,1719,1719,2025-07-06,2024-11-27,301.52,DTDC
,1720,1720,2024-12-15,2026-01-04,54.15,Ekart
,1721,1721,2025-09-21,2024-04-14,532.53,Ekart
,1722,1722,2024-09-12,2024-03-29,71.16,Ekart
,1723,1723,2025-04-24,2024-03-20,48.77,Delhivery
,1724,1724,2024-05-28,2024-03-24,448.34,Delhivery
,1725,1725,2025-08-26,2025-02-27,480.91,Blue Dart
,1726,1726,2024-07-02,2025-06-13,445.43,Blue Dart
,1727,1727,2024-08-15,2025-09-08,565.73,Delhivery
,1728,1728,2025-09-07,2025-01-20,406.45,Blue Dart
,1729,1729,2025-09-05,2024-04-27,584.39,Ekart
,1730,1730,2024-05-22,2024-12-24,306.01,Ekart
,1731,1731,2024-03-10,2025-05-14,307.87,Ekart
,1732,1732,2024-11-28,2026-01-03,95.28,DTDC
,1733,1733,2025-06-21,2025-06-30,350.24,Ekart
,1734,1734,2025-10-21,2024-02-19,47.61,Blue Dart
,1735,1735,2024-11-11,2025-04-11,191.19,DTDC
,1736,1736,2025-02-23,2024-07-19,230.63,Ekart
,1737,1737,2024-05-24,2025-04-17,552.66,Ekart
,1738,1738,2025-02-21,2025-06-28,552.29,Delhivery
,1739,1739,2024-07-02,2025-07-01,543.78,Ekart
,1740,1740,2025-03-26,2024-05-30,83.96,Ekart
,1741,1741,2025-03-27,2024-07-04,73.08,DTDC
,1742,1742,2024-07-27,2025-08-10,276.76,Delhivery
,1743,1743,2025-08-13,2025-07-20,282.83,DTDC
,1744,1744,2024-03-10,2025-05-01,112.99,Ekart
,1745,1745,2024-07-28,2024-10-27,533.04,DTDC
,1746,1746,2025-01-11,2024-06-08,312.86,Ekart
,1747,1747,2025-07-05,2024-02-04,432.81,Blue Dart
,1748,1748,2025-09-18,2025-08-11,221.77,Blue Dart
,1749,1749,2025-11-03,2025-02-03,589.14,DTDC
,1750,1750,2025-01-04,2024-06-19,549.6,Ekart
,1751,1751,2024-10-19,2024-02-28,280.18,DTDC
,1752,1752,2024-08-08,2024-07-07,314.7,Ekart
,1753,1753,2024-03-22,2025-06-06,434.53,DTDC
,1754,1754,2025-01-16,2024-05-16,253.14,Blue Dart
,1755,1755,2025-09-15,2025-10-15,352.13,Delhivery
,1756,1756,2024-11-23,2025-10-31,197.88,Blue Dart
,1757,1757,2025-10-23,2025-09-10,153.96,DTDC
,1758,1758,2024-12-23,2025-07-07,261.76,DTDC
,1759,1759,2024-07-29,2025-03-19,520.28,Blue Dart
,1760,1760,2025-07-24,2024-09-18,42.28,DTDC
,1761,1761,2024-03-30,2025-07-11,479.66,DTDC
,1762,1762,2024-11-14,2024-02-03,203.22,Delhivery
,1763,1763,2025-12-07,2025-03-05,181.21,DTDC
,1764,1764,2024-01-09,2025-12-05,564.67,Ekart
,1765,1765,2024-06-09,2024-06-02,404.18,Delhivery
,1766,1766,2024-10-22,2025-08-10,550.99,Ekart
,1767,1767,2024-05-02,2025-11-01,342.72,Delhivery
,1768,1768,2025-06-15,2025-04-17,491.75,Delhivery
,1769,1769,2024-11-07,2024-02-18,544.2,DTDC
,1770,1770,2024-11-13,2025-05-20,585.11,DTDC
,1771,1771,2024-10-17,2025-04-09,453.96,Delhivery
,1772,1772,2024-02-08,2025-01-21,135.93,Delhivery
,1773,1773,2024-01-25,2024-04-19,389.17,DTDC
,1774,1774,2025-09-23,2025-09-20,404.15,Blue Dart
,1775,1775,2024-02-25,2024-04-12,310.24,DTDC
,1776,1776,2024-06-26,2025-11-30,369.98,Ekart
,1777,1777,2024-03-30,2025-11-18,398.28,Delhivery
,1778,1778,2025-02-06,2025-06-28,161.08,Ekart
,1779,1779,2025-03-10,2025-07-29,590.09,Blue Dart
,1780,1780,2024-08-11,2025-09-04,434.18,Ekart
,1781,1781,2025-12-31,2024-05-26,595.97,Ekart
,1782,1782,2025-08-02,2024-08-25,146.6,Delhivery
,1783,1783,2024-03-10,2024-09-26,595.42,Blue Dart
,1784,1784,2025-09-20,2025-12-22,72.2,Delhivery
,1785,1785,2024-03-27,2024-10-05,146.66,DTDC
,1786,1786,2025-10-27,2025-08-27,422.42,Delhivery
,1787,1787,2025-09-29,2025-11-05,116.52,Ekart
,1788,1788,2024-12-27,2025-10-08,60.9,Ekart
,1789,1789,2025-02-18,2024-06-06,457.52,DTDC
,1790,1790,2025-01-10,2025-01-18,65.76,Ekart
,1791,1791,2025-12-30,2024-09-06,87.22,Ekart
,1792,1792,2025-02-28,2024-10-06,589.29,DTDC
,1793,1793,2025-07-28,2024-10-08,337.59,Blue Dart
,1794,1794,2025-05-15,2025-03-10,434.15,Ekart
,1795,1795,2024-06-01,2024-12-15,488.98,DTDC
,1796,1796,2025-03-17,2024-07-12,592.05,Blue Dart
,1797,1797,2024-03-01,2025-01-10,347.88,Ekart
,1798,1798,2025-06-27,2024-09-17,475,Blue Dart
,1799,1799,2024-04-28,2026-01-02,371.69,Delhivery
,1800,1800,2024-10-20,2025-11-04,321.63,Blue Dart
,1801,1801,2025-06-04,2025-11-20,160.74,Ekart
,1802,1802,2025-04-03,2024-10-27,375.12,DTDC
,1803,1803,2025-01-12,2024-03-06,492.73,Blue Dart
,1804,1804,2025-05-25,2025-01-06,215.51,Blue Dart
,1805,1805,2024-05-10,2025-08-02,218.38,DTDC
,1806,1806,2025-06-20,2025-01-28,377.09,DTDC
,1807,1807,2025-08-07,2025-10-05,421.8,Delhivery
,1808,1808,2025-10-09,2024-10-07,559.11,DTDC
,1809,1809,2025-01-11,2025-04-26,338.99,DTDC
,1810,1810,2024-08-10,2024-08-19,137.24,Blue Dart
,1811,1811,2025-08-22,2025-06-20,50.09,Delhivery
,1812,1812,2024-07-24,2025-08-26,387.59,Delhivery
,1813,1813,2025-12-16,2026-01-04,532.43,Ekart
,1814,1814,2024-12-08,2025-10-20,353.49,Delhivery
,1815,1815,2024-08-30,2025-11-07,267.98,Blue Dart
,1816,1816,2024-08-27,2024-05-11,323.54,Delhivery
,1817,1817,2024-06-17,2024-12-08,546.99,Ekart
,1818,1818,2025-01-27,2024-08-07,408.13,Blue Dart
,1819,1819,2025-08-17,2024-01-22,590.77,Blue Dart
,1820,1820,2025-11-25,2024-10-30,94.29,Ekart
,1821,1821,2024-05-14,2025-03-11,132.67,Delhivery
,1822,1822,2025-01-06,2024-07-22,434.13,Blue Dart
,1823,1823,2025-07-17,2025-08-21,280.26,Blue Dart
,1824,1824,2025-04-01,2024-07-10,95.34,Ekart
,1825,1825,2025-09-29,2025-01-25,330.81,Blue Dart
,1826,1826,2024-05-28,2025-01-08,73.19,Ekart
,1827,1827,2025-09-05,2024-07-25,530.24,Ekart
,1828,1828,2025-10-13,2024-10-01,118.03,Delhivery
,1829,1829,2025-09-06,2025-01-07,284.19,Ekart
,1830,1830,2024-11-11,2025-07-07,388.27,Delhivery
,1831,1831,2024-01-13,2025-04-07,299.61,Delhivery
,1832,1832,2024-10-10,2024-02-06,497.58,DTDC
,1833,1833,2025-06-19,2025-12-10,532.29,DTDC
,1834,1834,2025-07-24,2024-05-26,109.84,DTDC
,1835,1835,2024-08-23,2024-01-12,223.22,Blue Dart
,1836,1836,2024-11-24,2025-12-11,217.94,Blue Dart
,1837,1837,2024-02-20,2024-02-05,192.53,Delhivery
,1838,1838,2025-02-18,2024-12-09,547.56,Delhivery
,1839,1839,2025-09-30,2024-02-08,441.73,Ekart
,1840,1840,2025-01-24,2025-08-17,420.28,Blue Dart
,1841,1841,2024-01-14,2024-08-07,416.5,DTDC
,1842,1842,2024-05-03,2024-11-18,502.47,Delhivery
,1843,1843,2024-01-18,2025-12-17,423.66,DTDC
,1844,1844,2025-09-16,2025-06-09,541.19,Blue Dart
,1845,1845,2024-06-04,2025-12-31,258.89,DTDC
,1846,1846,2024-01-02,2024-09-25,473.16,Ekart
,1847,1847,2024-10-25,2024-02-27,198.24,Delhivery
,1848,1848,2024-01-04,2025-08-02,197.54,Blue Dart
,1849,1849,2024-01-22,2024-05-11,89.67,Delhivery
,1850,1850,2025-09-20,2025-03-27,505.13,Blue Dart
,1851,1851,2025-09-05,2024-07-16,157.25,DTDC
,1852,1852,2024-11-04,2024-03-23,161.3,Ekart
,1853,1853,2025-03-01,2024-12-15,322.98,DTDC
,1854,1854,2024-05-16,2024-12-24,393.06,Blue Dart
,1855,1855,2024-05-06,2024-05-07,302.67,DTDC
,1856,1856,2024-10-26,2025-03-23,520.86,DTDC
,1857,1857,2024-07-11,2024-03-02,236.16,Blue Dart
,1858,1858,2024-02-08,2026-01-03,93.4,DTDC
,1859,1859,2024-12-10,2024-12-22,512.77,Blue Dart
,1860,1860,2024-07-28,2025-12-20,139.92,Delhivery
,1861,1861,2025-06-21,2025-05-30,269.91,Delhivery
,1862,1862,2025-05-02,2025-05-23,336.09,Delhivery
,1863,1863,2025-02-24,2025-12-14,332.83,Blue Dart
,1864,1864,2024-10-16,2024-09-03,331.31,Blue Dart
,1865,1865,2025-07-02,2024-05-02,253.12,DTDC
,1866,1866,2024-11-03,2024-01-28,241.02,Blue Dart
,1867,1867,2024-06-09,2025-03-13,582.56,Delhivery
,1868,1868,2025-11-25,2024-09-13,81.92,Ekart
,1869,1869,2025-05-14,2024-06-22,116.22,Ekart
,1870,1870,2024-10-06,2025-11-27,492.87,DTDC
,1871,1871,2024-08-27,2024-04-09,97.66,Ekart
,1872,1872,2024-06-28,2025-12-11,95.82,Blue Dart
,1873,1873,2024-10-04,2025-11-12,586.52,DTDC
,1874,1874,2024-01-26,2024-11-06,231.48,Blue Dart
,1875,1875,2025-03-02,2025-05-23,48.07,Ekart
,1876,1876,2025-12-25,2025-07-26,107.91,Delhivery
,1877,1877,2024-08-24,2025-04-10,404.78,Blue Dart
,1878,1878,2025-05-26,2024-09-02,107.07,Blue Dart
,1879,1879,2025-10-12,2025-12-17,485.1,Delhivery
,1880,1880,2024-04-21,2025-01-27,276.83,DTDC
,1881,1881,2024-03-30,2024-06-29,554.06,Ekart
,1882,1882,2025-05-02,2025-08-12,74.9,DTDC
,1883,1883,2025-02-22,2024-02-14,525.7,Delhivery
,1884,1884,2025-12-11,2024-08-23,368.52,Ekart
,1885,1885,2025-08-04,2024-06-27,137.52,Blue Dart
,1886,1886,2024-10-15,2024-11-21,422.24,Delhivery
,1887,1887,2025-12-04,2025-11-28,158.5,Delhivery
,1888,1888,2025-10-24,2025-01-31,181.07,DTDC
,1889,1889,2024-05-10,2025-05-19,137.93,Blue Dart
,1890,1890,2024-08-19,2025-07-26,237.97,Ekart
,1891,1891,2024-12-04,2025-03-29,449.95,Delhivery
,1892,1892,2024-10-21,2025-05-08,504.23,Ekart
,1893,1893,2025-08-17,2024-08-17,266.14,DTDC
,1894,1894,2025-06-20,2025-05-15,294.09,Delhivery
,1895,1895,2025-07-24,2024-10-17,46.68,Blue Dart
,1896,1896,2025-08-02,2025-09-18,169.72,DTDC
,1897,1897,2024-07-14,2024-04-03,432.65,Ekart
,1898,1898,2024-02-12,2025-03-14,267.25,Delhivery
,1899,1899,2024-10-07,2024-09-16,79.9,Blue Dart
,1900,1900,2024-11-30,2025-11-07,408.89,Blue Dart
,1901,1901,2025-07-31,2025-08-19,315.2,Blue Dart
,1902,1902,2024-10-31,2024-02-17,81.97,Blue Dart
,1903,1903,2024-04-20,2024-10-04,591.72,DTDC
,1904,1904,2024-05-22,2024-05-11,566.75,Blue Dart
,1905,1905,2024-03-21,2025-03-21,449.84,Blue Dart
,1906,1906,2025-06-13,2025-01-17,287.87,Delhivery
,1907,1907,2025-12-24,2025-09-10,420.86,Delhivery
,1908,1908,2024-01-17,2024-10-09,169.4,Blue Dart
,1909,1909,2024-02-19,2025-08-09,378.05,Blue Dart
,1910,1910,2025-01-05,2025-11-17,317.36,DTDC
,1911,1911,2025-07-06,2025-10-09,275.7,Blue Dart
,1912,1912,2024-07-14,2024-01-07,450.64,Blue Dart
,1913,1913,2025-01-07,2024-04-22,327.95,Delhivery
,1914,1914,2025-03-10,2024-07-01,40.34,DTDC
,1915,1915,2025-09-16,2025-10-11,208.18,Delhivery
,1916,1916,2024-04-07,2024-04-10,320.47,Ekart
,1917,1917,2025-07-14,2025-08-29,270.67,Delhivery
,1918,1918,2025-07-22,2024-05-05,518.34,Blue Dart
,1919,1919,2025-10-15,2025-05-09,158.38,Delhivery
,1920,1920,2025-02-14,2025-11-09,56.64,Ekart
,1921,1921,2025-09-12,2025-04-24,70.65,DTDC
,1922,1922,2025-08-23,2025-06-14,595.13,DTDC
,1923,1923,2024-01-09,2025-05-22,113.17,Ekart
,1924,1924,2025-10-24,2024-03-01,75.02,Ekart
,1925,1925,2024-12-22,2024-07-05,72.51,Delhivery
,1926,1926,2024-10-30,2025-09-27,487.96,DTDC
,1927,1927,2024-09-23,2025-04-18,45.35,Blue Dart
,1928,1928,2025-08-29,2024-01-24,389.75,DTDC
,1929,1929,2025-10-11,2024-06-03,406.21,DTDC
,1930,1930,2024-06-09,2024-05-13,222.62,Delhivery
,1931,1931,2024-04-13,2025-03-11,238.48,Blue Dart
,1932,1932,2025-12-14,2024-09-03,597.13,Delhivery
,1933,1933,2025-05-09,2025-04-27,348.42,Blue Dart
,1934,1934,2025-04-06,2025-10-26,416.13,Delhivery
,1935,1935,2024-04-21,2025-03-19,318.82,Ekart
,1936,1936,2024-08-26,2025-11-21,580.61,Blue Dart
,1937,1937,2025-02-17,2024-10-26,47.93,Delhivery
,1938,1938,2024-07-11,2025-10-26,551.78,Delhivery
,1939,1939,2025-12-21,2024-03-17,72.02,DTDC
,1940,1940,2024-12-29,2024-01-07,372.54,Ekart
,1941,1941,2025-12-29,2024-07-07,466.98,DTDC
,1942,1942,2025-08-05,2025-01-31,491.07,Delhivery
,1943,1943,2025-08-06,2024-11-01,50.59,DTDC
,1944,1944,2025-02-17,2024-12-07,233.93,DTDC
,1945,1945,2025-09-16,2024-04-23,269.36,Delhivery
,1946,1946,2025-09-13,2024-01-18,332.91,DTDC
,1947,1947,2025-02-01,2024-04-10,586.26,Delhivery
,1948,1948,2024-03-20,2025-01-25,316.3,Ekart
,1949,1949,2025-02-13,2024-03-19,451.49,DTDC
,1950,1950,2025-03-17,2025-09-22,468.88,Blue Dart
,1951,1951,2024-09-23,2025-06-28,443.98,Ekart
,1952,1952,2025-02-20,2025-08-14,135.78,DTDC
,1953,1953,2024-04-15,2025-10-18,340.16,Ekart
,1954,1954,2024-02-25,2024-04-17,152.52,Delhivery
,1955,1955,2024-04-22,2025-07-14,485.45,Blue Dart
,1956,1956,2024-09-18,2025-09-02,48.6,Delhivery
,1957,1957,2025-05-11,2024-02-29,154.27,Delhivery
,1958,1958,2025-08-14,2025-01-04,169.49,Ekart
,1959,1959,2025-05-02,2024-10-30,571.2,Blue Dart
,1960,1960,2024-04-21,2025-06-06,298.44,Delhivery
,1961,1961,2025-04-24,2025-09-17,220.09,Delhivery
,1962,1962,2025-06-30,2024-10-22,470.77,Delhivery
,1963,1963,2025-02-25,2025-11-01,271.27,Delhivery
,1964,1964,2025-03-16,2024-03-23,583.93,DTDC
,1965,1965,2024-07-20,2024-05-29,107.45,Blue Dart
,1966,1966,2025-12-09,2025-07-29,219.96,Delhivery
,1967,1967,2025-04-09,2024-04-09,421.98,Ekart
,1968,1968,2025-10-10,2025-11-13,41.59,DTDC
,1969,1969,2025-06-07,2025-11-01,205.73,Delhivery
,1970,1970,2025-12-11,2025-07-06,587.39,Blue Dart
,1971,1971,2024-05-13,2025-04-19,238.99,Blue Dart
,1972,1972,2024-04-18,2025-11-30,71.47,Delhivery
,1973,1973,2025-07-08,2025-02-15,463.74,DTDC
,1974,1974,2025-05-04,2025-01-06,169.84,Delhivery
,1975,1975,2025-06-21,2024-01-14,419.88,Blue Dart
,1976,1976,2024-09-11,2025-03-05,148.8,Ekart
,1977,1977,2024-07-26,2025-05-04,150.99,Blue Dart
,1978,1978,2024-06-26,2025-08-09,508.96,DTDC
,1979,1979,2024-06-16,2025-04-21,475,Delhivery
,1980,1980,2025-06-17,2024-02-05,409.67,Delhivery
,1981,1981,2025-03-13,2024-08-02,42.75,Delhivery
,1982,1982,2024-01-14,2025-02-11,237.68,Ekart
,1983,1983,2024-09-13,2025-09-08,155.79,Delhivery
,1984,1984,2025-01-07,2024-08-09,183.99,Delhivery
,1985,1985,2025-11-20,2024-11-08,506.06,Blue Dart
,1986,1986,2025-08-02,2024-07-21,554.75,Blue Dart
,1987,1987,2024-03-09,2024-10-11,473.41,Ekart
,1988,1988,2024-12-20,2025-04-27,551.23,Delhivery
,1989,1989,2024-02-14,2024-05-23,240.51,Blue Dart
,1990,1990,2024-02-09,2024-01-20,65.14,Blue Dart
,1991,1991,2025-05-12,2024-02-09,266.46,Delhivery
,1992,1992,2024-02-16,2025-11-17,453.15,Blue Dart
,1993,1993,2025-12-25,2024-11-29,208.44,Ekart
,1994,1994,2024-02-08,2024-03-16,142.04,Blue Dart
,1995,1995,2025-09-05,2024-12-25,83,Delhivery
,1996,1996,2025-10-16,2025-12-19,334.63,Blue Dart
,1997,1997,2025-02-18,2024-02-20,359.25,Delhivery
,1998,1998,2025-06-27,2024-02-19,96.45,Blue Dart
,1999,1999,2024-01-05,2025-05-18,109.52,Blue Dart
,2000,2000,2024-07-04,2025-02-11,43.62,Delhivery
,2001,2001,2025-03-16,2024-09-14,480.93,DTDC
,2002,2002,2024-03-02,2025-06-18,351.08,Blue Dart
,2003,2003,2025-03-25,2024-08-05,455.93,Ekart
,2004,2004,2024-08-17,2025-04-21,258.47,DTDC
,2005,2005,2025-05-01,2025-03-04,219.24,Blue Dart
,2006,2006,2024-09-04,2024-04-25,323.04,DTDC
,2007,2007,2024-09-25,2025-11-23,230.64,Blue Dart
,2008,2008,2025-08-22,2025-11-28,88.68,Delhivery
,2009,2009,2025-10-13,2025-06-05,62.87,Blue Dart
,2010,2010,2024-12-12,2025-04-11,354.47,Blue Dart
,2011,2011,2024-12-30,2025-09-09,221.3,Blue Dart
,2012,2012,2025-05-29,2025-05-19,317.6,Delhivery
,2013,2013,2024-07-18,2025-05-01,234.7,Blue Dart
,2014,2014,2025-08-05,2024-06-01,194.99,Delhivery
,2015,2015,2025-05-27,2025-02-08,387.88,Delhivery
,2016,2016,2025-11-29,2024-05-05,100.16,Delhivery
,2017,2017,2025-11-22,2024-08-28,511.83,Ekart
,2018,2018,2025-05-18,2025-11-18,74.42,Blue Dart
,2019,2019,2025-03-23,2024-11-01,474.37,Blue Dart
,2020,2020,2025-03-14,2024-12-27,488.57,Delhivery
,2021,2021,2024-03-01,2024-08-29,296.83,Delhivery
,2022,2022,2025-06-01,2025-07-05,441.91,DTDC
,2023,2023,2025-09-14,2024-11-30,548.64,Blue Dart
,2024,2024,2024-10-25,2024-07-06,529.64,Delhivery
,2025,2025,2024-05-13,2025-01-06,369.13,Ekart
,2026,2026,2025-06-07,2024-11-19,334.95,Blue Dart
,2027,2027,2024-01-08,2025-07-24,209.66,DTDC
,2028,2028,2024-06-06,2024-09-04,535.04,Ekart
,2029,2029,2024-10-11,2025-01-05,510.77,DTDC
,2030,2030,2024-12-29,2024-11-24,531.45,Blue Dart
,2031,2031,2025-07-30,2024-02-17,450.44,DTDC
,2032,2032,2024-06-24,2025-01-22,463.08,Blue Dart
,2033,2033,2025-11-01,2025-06-06,269.65,Delhivery
,2034,2034,2024-07-31,2025-10-22,78.78,DTDC
,2035,2035,2024-03-18,2025-07-21,68.99,Delhivery
,2036,2036,2024-09-17,2025-11-17,263.99,DTDC
,2037,2037,2024-07-26,2024-10-04,456.17,Ekart
,2038,2038,2025-05-19,2025-07-29,472.62,Ekart
,2039,2039,2024-07-07,2024-07-09,76.23,DTDC
,2040,2040,2025-04-15,2024-09-29,590.52,Ekart
,2041,2041,2025-02-24,2024-09-02,399.64,Delhivery
,2042,2042,2024-11-04,2025-06-09,345.54,DTDC
,2043,2043,2025-08-22,2024-06-19,252.63,DTDC
,2044,2044,2025-10-15,2024-05-26,342.99,Blue Dart
,2045,2045,2024-03-30,2025-12-24,416.94,Blue Dart
,2046,2046,2025-11-08,2024-04-25,124.01,Delhivery
,2047,2047,2025-07-12,2024-05-20,574.74,DTDC
,2048,2048,2024-01-06,2024-12-13,60.16,Ekart
,2049,2049,2025-06-02,2024-10-20,273.92,Ekart
,2050,2050,2025-12-22,2025-11-19,573.63,Blue Dart
,2051,2051,2025-07-09,2024-05-12,246.77,DTDC
,2052,2052,2024-05-20,2024-06-01,384.07,Blue Dart
