order_id,customer_id,order_date,order_status,total_amount
1345,2221,2025-09-03,Pending,43726.44
1346,1968,2025-06-01,Cancelled,73652.85
1347,1373,2024-05-06,Cancelled,34408.39
1348,2461,2025-02-16,Shipped,71149.06
1349,3427,2024-08-16,Shipped,22250.43
1350,1705,2025-01-13,Delivered,26863.19
1351,70,2024-07-29,Pending,45247.6
1352,3695,2025-03-12,Cancelled,44618.9
1353,4510,2025-05-10,Pending,46601.47
1354,3704,2025-06-18,Pending,31319.05
1355,139,2025-05-21,Pending,47099.85
1356,2508,2025-08-23,Pending,940.64
1357,4936,2025-03-14,Cancelled,56348.61
1358,4333,2025-02-07,Shipped,62768.21
1359,653,2024-04-19,Shipped,12371.94
1360,457,2024-07-19,Shipped,46903.45
1361,680,2025-01-08,Delivered,2937.06
1362,2411,2025-01-11,Cancelled,9879.5
1363,4200,2025-02-09,Cancelled,38555.2
1364,561,2024-07-16,Pending,31789.99
1365,419,2025-07-09,Pending,54149.83
1366,1494,2024-09-27,Cancelled,72773.03
1367,2238,2025-11-13,Pending,49338.44
1368,4288,2024-08-19,Pending,65083.98
1369,929,2025-07-17,Delivered,37475.94
1370,246,2025-10-19,Cancelled,12606.2
1371,4911,2025-01-21,Shipped,30289.82
1372,4592,2025-09-01,Cancelled,18699.84
1373,2297,2025-11-22,Cancelled,29666.27
1374,1522,2024-06-24,Delivered,73382.52
1375,653,2025-05-05,Cancelled,25701.38
1376,1128,2024-10-27,Pending,60533.12
1377,3424,2024-08-08,Cancelled,51277.12
1378,4453,2025-03-06,Pending,42400.91
1379,2842,2025-02-13,Shipped,29784.8
1380,964,2025-09-08,Pending,21883.28
1381,2216,2025-06-01,Delivered,63795.77
1382,18,2025-06-23,Cancelled,40154.56
1383,2493,2025-06-13,Delivered,71441.38
1384,560,2025-10-15,Cancelled,38044.44
1385,1424,2025-08-23,Delivered,44365.79
1386,735,2024-02-07,Delivered,28022.49
1387,4628,2024-07-30,Delivered,3276.42
1388,2047,2024-11-18,Delivered,51487.09
1389,462,2024-11-21,Cancelled,62053.7
1390,4811,2025-05-10,Shipped,24980.86
1391,2205,2024-07-15,Cancelled,56032.35
1392,2107,2024-09-07,Cancelled,10156
1393,2814,2024-11-09,Pending,47821.63
1394,4392,2025-03-25,Cancelled,51430.35
1395,4695,2024-08-22,Cancelled,54698.96
1396,4734,2025-08-25,Delivered,60375.33
1397,4171,2024-04-08,Cancelled,68557.31
1398,3362,2024-05-10,Cancelled,33595.27
1399,4416,2024-08-26,Delivered,58017.86
1400,1522,2025-12-29,Cancelled,20575.08
1401,3050,2025-11-12,Delivered,10089
1402,1895,2024-08-22,Shipped,1186.16
1403,1887,2025-02-27,Pending,22160.35
1404,662,2025-10-06,Pending,37756.68
1405,1194,2024-01-31,Cancelled,17101.84
1406,2366,2025-11-24,Delivered,43356.58
1407,2985,2025-03-21,Cancelled,22279.66
1408,4060,2025-04-06,Pending,588.11
1409,3087,2024-11-29,Pending,28862.11
1410,2117,2024-05-23,Cancelled,72449.23
1411,3467,2024-02-12,Shipped,9572.09
1412,2921,2025-04-08,Pending,12842.92
1413,4932,2024-12-17,Cancelled,42907.45
1414,2096,2025-05-31,Shipped,72652.58
1415,4391,2024-06-26,Pending,17349.48
1416,2434,2024-04-02,Delivered,9737.49
1417,4480,2025-08-17,Shipped,18122.28
1418,3871,2024-11-01,Shipped,27137.01
1419,3843,2024-02-24,Delivered,71077.66
1420,2823,2025-08-26,Delivered,52061.37
1421,858,2024-07-18,Cancelled,8071.21
1422,1306,2025-09-23,Pending,39159.02
1423,2388,2024-01-22,Delivered,72590.97
1424,3832,2024-07-20,Cancelled,73018.1
1425,4325,2024-07-07,Pending,35747.63
1426,2127,2024-07-05,Pending,53409.91
1427,621,2024-03-01,Cancelled,38780.47
1428,3593,2024-12-16,Shipped,31982.24
1429,941,2025-07-08,Cancelled,15166.77
1430,1057,2025-07-08,Cancelled,37414.16
1431,4828,2024-07-12,Cancelled,52460.74
1432,3212,2025-06-19,Delivered,45826.41
1433,1840,2024-06-22,Delivered,60361.61
1434,986,2024-09-17,Shipped,35529.12
1435,4815,2024-12-17,Cancelled,32150.4
1436,1656,2025-06-29,Cancelled,30637.95
1437,1887,2024-01-24,Cancelled,20631.28
1438,3855,2025-07-04,Pending,12675.22
1439,1828,2024-07-15,Shipped,65951.16
1440,2355,2025-10-31,Cancelled,47744.42
1441,268,2025-11-24,Pending,39580.17
1442,1423,2024-08-01,Shipped,12536.33
1443,182,2024-02-07,Pending,17673.64
1444,3322,2025-01-08,Cancelled,68554.29
1445,901,2025-04-01,Cancelled,44423.27
1446,2290,2025-10-07,Shipped,64925.71
1447,968,2025-07-16,Cancelled,33223.93
1448,1203,2024-11-12,Cancelled,47591.24
1449,1317,2025-12-29,Pending,40617.47
1450,1549,2025-03-09,Delivered,55007.54
1451,4136,2024-12-17,Shipped,22075.23
1452,843,2024-01-19,Shipped,51914.62
1453,4870,2025-10-17,Pending,20014.66
1454,682,2024-07-08,Shipped,67432.55
1455,3598,2024-06-09,Cancelled,58432.45
1456,311,2025-07-04,Cancelled,11987.45
1457,628,2025-07-03,Delivered,50159.82
1458,1776,2024-12-25,Pending,39019.49
1459,4537,2024-03-26,Shipped,48934.65
1460,4785,2025-06-25,Cancelled,41569
1461,2223,2024-03-16,Delivered,28733.32
1462,3213,2024-08-05,Pending,1106
1463,3851,2024-10-28,Delivered,71459.63
1464,1083,2024-04-25,Shipped,30246.96
1465,2456,2025-11-16,Delivered,25873.82
1466,1996,2025-01-11,Delivered,70186.63
1467,1724,2025-06-09,Shipped,18966.33
1468,4092,2025-05-25,Shipped,26748.75
1469,644,2025-04-04,Pending,41112.81
1470,4422,2025-04-30,Shipped,52317.74
1471,4021,2025-12-18,Cancelled,49300.07
1472,1951,2025-03-24,Cancelled,68419.58
1473,2374,2025-04-20,Delivered,14361.62
1474,3884,2025-02-16,Pending,31489.87
1475,926,2024-09-16,Pending,20179.65
1476,3860,2024-09-27,Cancelled,42142.49
1477,3555,2024-10-04,Shipped,45272.35
1478,1980,2025-08-25,Pending,11466.95
1479,2586,2024-10-19,Pending,17936.57
1480,2115,2025-02-01,Delivered,44400.54
1481,2275,2025-10-02,Shipped,31219.86
1482,3245,2025-10-20,Shipped,3038.08
1483,2986,2025-11-16,Shipped,19039.49
1484,1003,2025-04-18,Pending,74527.19
1485,2843,2025-12-11,Delivered,52733.66
1486,4713,2025-10-26,Pending,65700.44
1487,4822,2025-03-09,Delivered,884.29
1488,4300,2025-09-26,Pending,43673.48
1489,57,2024-06-13,Delivered,71219.48
1490,2799,2025-03-22,Shipped,32339.64
1491,2928,2024-06-10,Pending,39380.21
1492,2379,2025-12-15,Shipped,11914.34
1493,3,2024-03-10,Pending,47110.54
1494,3115,2025-10-02,Delivered,71193.39
1495,2507,2025-06-26,Cancelled,47705.1
1496,2161,2025-08-08,Pending,22754.93
1497,3641,2024-12-05,Shipped,30416.47
1498,2254,2024-05-20,Shipped,66494.75
1499,45,2025-06-15,Shipped,69116.83
1500,4908,2025-11-29,Delivered,39324.47
1501,4840,2024-02-21,Pending,8758.49
1502,4080,2024-10-26,Shipped,71043.11
1503,4815,2025-07-31,Delivered,14303.56
1504,4365,2024-11-09,Cancelled,73231.51
1505,575,2024-09-01,Cancelled,48235.93
1506,1717,2024-09-24,Pending,8729.61
1507,572,2024-09-15,Delivered,55812.67
1508,2113,2025-12-17,Delivered,23281.35
1509,194,2025-08-17,Delivered,24407.61
1510,3108,2025-08-11,Delivered,7532.62
1511,1643,2024-03-11,Pending,26196.04
1512,3796,2025-04-13,Shipped,7769.72
1513,3070,2024-05-20,Cancelled,68154.72
1514,1942,2025-08-13,Delivered,8229.01
1515,1973,2025-06-19,Pending,54530.34
1516,4078,2024-07-17,Delivered,39714.08
1517,1357,2025-05-17,Delivered,69028.11
1518,3999,2024-10-04,Pending,29360.72
1519,4753,2025-08-03,Shipped,66219.28
1520,226,2025-10-30,Pending,3864.33
1521,1671,2025-03-16,Delivered,35667.83
1522,638,2025-11-09,Pending,5980.31
1523,3136,2024-07-20,Delivered,57031.55
1524,4130,2025-08-14,Pending,7135.57
1525,1952,2024-02-23,Pending,17044.27
1526,4394,2024-10-28,Delivered,56513.44
1527,1900,2025-12-10,Pending,25573.61
1528,643,2025-12-11,Delivered,67393.34
1529,3946,2024-10-26,Shipped,73363.98
1530,2176,2025-08-27,Pending,553.64
1531,3710,2024-12-12,Delivered,63096.46
1532,1002,2024-05-03,Cancelled,21911.58
1533,3876,2024-11-21,Shipped,12322.77
1534,2801,2024-02-04,Shipped,4088.82
1535,4146,2025-09-05,Cancelled,46846.06
1536,4871,2024-12-07,Shipped,58580.92
1537,434,2025-08-31,Pending,52499.35
1538,2234,2025-01-17,Pending,52850.2
1539,4766,2024-02-29,Cancelled,10822.59
1540,1400,2025-09-02,Delivered,638.16
1541,3805,2024-04-07,Pending,49136.19
1542,3925,2024-12-04,Cancelled,11031.64
1543,1193,2024-09-22,Shipped,3170.73
1544,4934,2024-05-01,Pending,40298.9
1545,4618,2024-08-07,Cancelled,7734.39
1546,4140,2024-09-13,Shipped,23425.94
1547,2696,2025-02-23,Pending,65217.65
1548,2355,2024-11-16,Shipped,28155.94
1549,137,2025-11-11,Pending,24010.39
1550,1049,2025-02-04,Delivered,15103.38
1551,2326,2024-12-07,Cancelled,20723.32
1552,1049,2025-08-02,Delivered,24391.62
1553,4982,2024-06-09,Pending,65071.74
1554,1241,2024-07-09,Delivered,9973.42
1555,3140,2025-03-02,Shipped,37613.93
1556,198,2024-04-05,Pending,33938.77
1557,665,2025-05-29,Delivered,2661.27
1558,1193,2024-05-05,Shipped,55649.32
1559,11,2025-11-06,Cancelled,71846.44
1560,1563,2024-03-13,Shipped,38622.2
1561,4232,2025-11-06,Shipped,24030.58
1562,3191,2024-12-29,Delivered,10297.77
1563,3666,2025-09-22,Cancelled,28028.57
1564,3511,2024-06-26,Shipped,41174.48
1565,620,2025-07-08,Pending,6495.14
1566,3925,2024-09-15,Shipped,19948.88
1567,1721,2025-07-19,Shipped,42886.26
1568,643,2025-11-30,Delivered,62036.33
1569,874,2025-08-23,Pending,26305.97
1570,991,2025-10-05,Cancelled,72975.28
1571,106,2025-03-22,Shipped,18600.08
1572,21,2025-05-03,Cancelled,29005.41
1573,1882,2025-10-14,Pending,63063.31
1574,2439,2024-12-07,Shipped,26520.88
1575,2119,2025-08-09,Cancelled,69857.8
1576,4163,2024-07-22,Pending,32560.02
1577,928,2024-05-18,Pending,26909.26
1578,1283,2024-04-21,Delivered,60944.62
1579,2254,2025-01-02,Shipped,34918.07
1580,3296,2025-07-08,Pending,16834.41
1581,887,2025-12-20,Cancelled,74801.58
1582,1337,2024-11-18,Cancelled,32870.48
1583,691,2025-08-02,Delivered,24713.51
1584,1027,2024-06-13,Delivered,72182.68
1585,482,2024-01-08,Pending,43233.12
1586,1470,2024-02-20,Shipped,55225.18
1587,717,2025-11-02,Pending,48226.08
1588,162,2024-11-20,Shipped,43058.87
1589,4674,2024-11-05,Delivered,1058.62
1590,2067,2024-09-01,Pending,63147.69
1591,2170,2024-05-22,Delivered,16132.88
1592,778,2025-07-08,Cancelled,25739.54
1593,2755,2024-12-20,Pending,54239.77
1594,4855,2024-03-28,Shipped,51443.86
1595,4301,2024-09-08,Pending,51764.24
1596,2950,2024-07-06,Shipped,39153.08
1597,4490,2025-03-10,Cancelled,23590.81
1598,2629,2025-06-07,Cancelled,51740.44
1599,774,2024-06-25,Pending,61498.32
1600,4469,2024-01-31,Shipped,58643.97
1601,1967,2025-05-02,Delivered,58903.17
1602,2159,2024-11-23,Pending,41558.73
1603,1036,2024-06-24,Delivered,31427.95
1604,2694,2025-10-23,Cancelled,29587.8
1605,154,2024-02-03,Delivered,43926.25
1606,39,2024-05-03,Shipped,67311.16
1607,3835,2024-05-15,Shipped,17829.36
1608,344,2025-11-14,Cancelled,49658.78
1609,1089,2025-05-07,Shipped,16013.09
1610,241,2025-09-16,Cancelled,63611.44
1611,3073,2024-04-03,Pending,40061.65
1612,3827,2024-03-31,Shipped,19291.98
1613,3045,2025-04-13,Cancelled,10181.02
1614,4536,2025-11-05,Cancelled,841.9
1615,3487,2024-05-09,Shipped,2784.55
1616,4538,2025-02-12,Cancelled,31896.52
1617,1286,2024-04-07,Cancelled,58362.73
1618,1800,2025-10-30,Delivered,29677.73
1619,1899,2025-06-05,Delivered,61005.95
1620,2000,2025-12-27,Delivered,41916.74
1621,3034,2025-07-18,Cancelled,67763.96
1622,4631,2025-09-24,Pending,16001.72
1623,601,2024-10-24,Cancelled,2586.1
1624,3236,2025-03-17,Shipped,71554.75
1625,2516,2025-07-09,Pending,15356.26
1626,4781,2025-10-21,Pending,27788.49
1627,2335,2024-06-12,Shipped,10125.53
1628,34,2025-06-24,Shipped,41117.38
1629,2071,2024-02-02,Delivered,43374.51
1630,1325,2024-11-20,Pending,60293.3
1631,2280,2025-10-27,Shipped,56019.3
1632,4406,2024-08-05,Pending,28335.46
1633,3226,2024-03-14,Cancelled,69572.31
1634,4199,2025-11-08,Cancelled,11348.13
1635,2778,2025-01-20,Cancelled,14070.14
1636,609,2024-07-11,Pending,30171
1637,480,2024-03-07,Delivered,69496.29
1638,4289,2024-01-20,Delivered,52971.18
1639,3398,2025-05-26,Pending,55388.9
1640,3023,2024-05-11,Shipped,73264.8
1641,4274,2024-08-06,Cancelled,54601.93
1642,502,2024-07-04,Delivered,20754.33
1643,4002,2024-01-05,Delivered,54769.39
1644,3516,2025-07-29,Delivered,18407.29
1645,2550,2024-11-14,Pending,65733.94
1646,3726,2024-07-03,Cancelled,56698.84
1647,4176,2025-04-29,Shipped,22832.6
1648,4821,2024-04-28,Cancelled,57981.89
1649,3978,2025-03-30,Shipped,49776.7
1650,679,2024-06-27,Delivered,32778.92
1651,4269,2025-08-14,Pending,29643.35
1652,4720,2024-01-27,Cancelled,43361.39
1653,2340,2024-08-19,Shipped,7335.22
1654,2888,2024-06-02,Shipped,15929.86
1655,4907,2024-10-17,Delivered,65244.14
1656,1634,2024-05-22,Shipped,6195.33
1657,3728,2024-05-30,Shipped,26155.67
1658,3929,2024-10-15,Shipped,36532.56
1659,3065,2025-05-05,Pending,49451.13
1660,1442,2025-11-05,Pending,51194.32
1661,3344,2025-10-08,Shipped,799.78
1662,4304,2024-01-15,Shipped,35520.82
1663,1880,2024-07-10,Pending,33463.94
1664,2198,2024-06-18,Delivered,61280.19
1665,574,2025-04-24,Pending,14205.27
1666,1632,2025-03-04,Pending,5004.57
1667,1161,2024-10-24,Pending,62423.74
1668,2038,2025-02-17,Shipped,65695.82
1669,1762,2024-02-17,Delivered,70890.68
1670,4169,2025-06-10,Pending,28898.03
1671,1965,2024-08-20,Cancelled,2151.42
1672,3618,2025-09-22,Delivered,4160.55
1673,939,2024-06-01,Cancelled,66059.24
1674,2595,2024-10-07,Shipped,54771.08
1675,3093,2025-06-04,Cancelled,62518.05
1676,762,2024-08-01,Pending,39539.42
1677,432,2024-11-18,Delivered,24738.12
1678,1972,2024-08-04,Pending,45006.22
1679,4226,2025-09-26,Cancelled,3864.1
1680,4164,2025-10-19,Cancelled,35776.57
1681,2773,2025-01-05,Delivered,48160.51
1682,3038,2025-09-20,Shipped,27944.97
1683,71,2024-08-07,Shipped,29145.81
1684,2022,2025-06-13,Cancelled,11982.72
1685,1413,2024-12-16,Pending,18693.15
1686,1643,2024-01-14,Cancelled,61567.85
1687,886,2024-12-26,Pending,41653.32
1688,1397,2024-09-19,Cancelled,64355.64
1689,2408,2024-06-18,Pending,55718.3
1690,2758,2024-08-19,Cancelled,4690.23
1691,3600,2025-11-02,Shipped,45523.28
1692,3971,2025-09-15,Pending,45021.22
1693,135,2024-06-15,Cancelled,29144.41
1694,3665,2025-08-02,Pending,66062.36
1695,1046,2025-11-26,Cancelled,15826.55
1696,4200,2024-04-21,Delivered,7880.19
1697,934,2024-10-03,Shipped,67076.08
1698,889,2025-06-25,Shipped,27982.61
1699,1377,2024-10-30,Delivered,53606.27
1700,117,2025-09-11,Shipped,1786.97
1701,3905,2025-05-10,Delivered,63371.88
1702,1036,2024-02-19,Shipped,42308.79
1703,1866,2025-12-31,Cancelled,58813.56
1704,2409,2024-10-10,Shipped,69088.37
1705,4180,2024-05-04,Delivered,12907.43
1706,1453,2024-04-04,Pending,33990.92
1707,2363,2025-05-09,Cancelled,37798.34
1708,4522,2024-12-23,Shipped,30672.94
1709,447,2025-07-06,Pending,33108.66
1710,4200,2024-04-29,Cancelled,2195.4
1711,2884,2025-02-15,Delivered,8893.63
1712,2464,2024-09-01,Shipped,3782.49
1713,1445,2024-10-26,Cancelled,47693.66
1714,653,2025-07-04,Delivered,45520.4
1715,3557,2025-04-01,Shipped,58954.8
1716,4711,2024-08-31,Delivered,20044.36
1717,896,2025-02-28,Cancelled,65388.43
1718,392,2025-05-21,Cancelled,64669.74
1719,167,2025-01-02,Cancelled,65008.6
1720,1133,2024-09-06,Cancelled,50203.11
1721,2784,2024-11-06,Delivered,61477.88
1722,1482,2024-06-25,Shipped,31608.29
1723,4859,2024-03-09,Shipped,11708.28
1724,4587,2024-01-14,Delivered,35296.38
1725,4903,2024-10-01,Delivered,8078.63
1726,2460,2024-01-12,Pending,38580.48
1727,853,2024-12-29,Delivered,61763.79
1728,2027,2024-11-14,Cancelled,57970.55
1729,3716,2024-03-31,Pending,74585.18
1730,4363,2025-01-05,Delivered,22221.64
1731,4226,2025-04-15,Shipped,18234.27
1732,856,2025-11-16,Pending,33235.89
1733,1727,2025-12-14,Shipped,18007.84
1734,3054,2025-12-16,Shipped,39285.71
1735,675,2025-10-26,Cancelled,27398.61
1736,3567,2024-05-20,Cancelled,13432.15
1737,1013,2024-07-14,Pending,24531.98
1738,2126,2024-09-10,Pending,26460.23
1739,2548,2024-07-19,Shipped,6047.06
1740,4332,2025-03-05,Pending,27969.85
1741,3202,2025-04-27,Shipped,53068.72
1742,1083,2024-07-12,Shipped,35088.74
1743,1391,2024-06-23,Shipped,8194.51
1744,4177,2025-06-04,Delivered,67926.97
1745,1969,2025-02-12,Delivered,63908.83
1746,2035,2024-01-22,Delivered,38099.65
1747,4187,2025-11-08,Delivered,35577.56
1748,4950,2024-09-02,Cancelled,12200.47
1749,4435,2024-07-07,Shipped,40860.42
1750,4107,2025-01-24,Pending,1964.21
1751,594,2025-01-09,Delivered,14985.56
1752,1594,2025-01-07,Shipped,39907.64
1753,2151,2024-12-16,Cancelled,66352.4
1754,2610,2025-01-12,Cancelled,24268.61
1755,301,2025-01-11,Cancelled,66942.36
1756,3355,2025-10-07,Cancelled,5379.57
1757,947,2025-05-22,Cancelled,43820.86
1758,4504,2025-07-02,Shipped,9114.78
1759,1381,2024-04-12,Shipped,4426.36
1760,38,2025-08-15,Cancelled,24688.55
1761,152,2025-09-23,Pending,50379.22
1762,3184,2024-07-05,Pending,38533.59
1763,1687,2025-03-29,Shipped,38571.29
1764,4267,2025-10-29,Delivered,1921.46
1765,4718,2025-05-07,Pending,63336.5
1766,2339,2024-12-06,Cancelled,39990.96
1767,3491,2024-09-29,Delivered,37735.05
1768,3187,2024-11-22,Shipped,9017.39
1769,1430,2025-02-21,Cancelled,56480.27
1770,2095,2025-06-04,Cancelled,2368.97
1771,2569,2025-05-14,Cancelled,28628.83
1772,4672,2024-10-20,Cancelled,8059.75
1773,3824,2025-10-15,Shipped,52313.21
1774,1421,2025-05-12,Pending,9741.79
1775,4609,2025-04-07,Delivered,28511.45
1776,581,2024-11-05,Cancelled,58969.48
1777,4442,2024-05-15,Shipped,70193.1
1778,2518,2025-09-03,Pending,62431.18
1779,4247,2024-07-30,Pending,65111.18
1780,2560,2024-07-13,Delivered,68818.05
1781,210,2025-02-03,Delivered,18168.86
1782,2372,2024-12-26,Shipped,22740.01
1783,1366,2024-03-09,Delivered,8048.07
1784,2500,2024-12-17,Shipped,66297.33
1785,4152,2025-01-18,Delivered,25353.38
1786,64,2025-01-21,Cancelled,47500.47
1787,1500,2024-01-04,Cancelled,43241.72
1788,3501,2024-11-10,Shipped,9004.01
1789,2300,2025-11-12,Delivered,46739.61
1790,2797,2025-08-05,Pending,74212.86
1791,499,2025-06-16,Delivered,14435.42
1792,441,2025-11-26,Delivered,29100.39
1793,2503,2025-08-25,Shipped,45941.68
1794,3138,2024-05-17,Pending,69615.07
1795,4139,2024-12-21,Pending,15582.51
1796,4142,2025-08-31,Cancelled,58864.04
1797,855,2025-02-01,Cancelled,57290.31
1798,4413,2025-09-01,Cancelled,45226.78
1799,3205,2025-01-28,Cancelled,52976.62
1800,333,2024-10-16,Delivered,37444.05
1801,2569,2025-02-20,Delivered,57737.01
1802,3753,2025-09-15,Shipped,42367.07
1803,1568,2025-10-07,Shipped,34356.5
1804,3303,2024-02-20,Cancelled,23818.77
1805,4828,2024-08-27,Cancelled,15283.25
1806,4947,2024-08-24,Shipped,25705.04
1807,430,2024-02-26,Cancelled,15865.58
1808,4975,2025-12-18,Delivered,57123.02
1809,246,2025-02-24,Pending,8460.51
1810,1365,2024-09-23,Delivered,19333.33
1811,2254,2025-12-18,Shipped,27834.48
1812,1850,2024-07-05,Shipped,25829.11
1813,776,2024-01-17,Pending,13943.38
1814,4469,2025-06-07,Cancelled,38018.63
1815,2468,2025-11-26,Shipped,4832.35
1816,1543,2024-09-24,Delivered,64435.45
1817,1618,2025-03-06,Cancelled,52721.76
1818,909,2025-08-29,Shipped,67795.72
1819,1080,2024-02-23,Shipped,22274.48
1820,3862,2025-11-10,Cancelled,71893.49
1821,2691,2024-08-05,Pending,50534.79
1822,311,2025-12-05,Delivered,47055.76
1823,1252,2025-10-18,Delivered,17364.04
1824,4205,2024-02-24,Pending,16303.98
1825,3472,2024-04-06,Delivered,53643.27
1826,1260,2024-04-12,Shipped,35237.96
1827,3410,2024-03-24,Pending,25520.76
1828,3551,2024-06-24,Delivered,11263.47
1829,4364,2025-11-26,Shipped,51706.08
1830,1689,2025-07-24,Cancelled,13524.98
1831,1634,2025-05-13,Delivered,36479
1832,2238,2024-01-23,Pending,46736.36
1833,2094,2025-09-01,Delivered,46561.65
1834,3382,2024-12-03,Shipped,64426.84
1835,3857,2024-12-08,Pending,38886.25
1836,4591,2024-05-08,Shipped,11823.75
1837,1339,2025-06-28,Shipped,53309.72
1838,813,2024-10-24,Shipped,7237.54
1839,5,2024-03-07,Cancelled,52080.78
1840,4588,2025-11-20,Pending,13667.43
1841,1284,2024-09-08,Pending,46788.43
1842,1531,2025-11-10,Shipped,64837.4
1843,3413,2024-01-27,Pending,72806.68
1844,4474,2024-04-17,Shipped,68794.04
1845,3392,2025-11-11,Cancelled,6187.53
1846,1683,2024-05-10,Cancelled,11018.54
1847,3336,2024-03-24,Shipped,4482.54
1848,2398,2024-08-14,Pending,58989.16
1849,3520,2024-09-23,Pending,14865.89
1850,3066,2024-04-02,Shipped,44449.91
1851,4991,2024-05-27,Pending,33891.55
1852,2018,2025-05-23,Pending,64464.67
1853,2363,2025-08-30,Shipped,9939.7
1854,1155,2024-11-28,Cancelled,51761.86
1855,4568,2024-01-21,Delivered,53519.3
1856,2782,2024-08-02,Pending,50479.93
1857,3749,2025-08-26,Cancelled,61149.58
1858,2917,2024-09-11,Shipped,36791.57
1859,1922,2024-05-24,Shipped,28127.71
1860,3894,2024-09-02,Shipped,46667.04
1861,549,2024-12-25,Cancelled,47100.9
1862,328,2024-08-19,Delivered,72671.86
1863,1783,2025-01-27,Cancelled,20552.58
1864,645,2024-11-24,Pending,34517.06
1865,1478,2024-04-15,Shipped,23273.17
1866,4079,2025-04-27,Shipped,2237.09
1867,1175,2025-01-29,Shipped,9099.59
1868,4172,2024-10-26,Cancelled,25211.26
1869,2597,2025-08-20,Pending,17724.38
1870,2222,2024-02-14,Cancelled,40805.17
1871,3133,2024-01-22,Delivered,13086.71
1872,3796,2024-08-06,Pending,5544.62
1873,3289,2025-08-11,Pending,71539.17
1874,2188,2024-11-14,Shipped,11980.97
1875,3314,2025-04-04,Cancelled,32111.26
1876,349,2025-02-05,Pending,53456.58
1877,3828,2024-11-04,Delivered,70187.81
1878,4234,2024-04-04,Pending,61643.69
1879,1914,2024-04-04,Delivered,7230.15
1880,2792,2025-11-04,Cancelled,15719.2
1881,1488,2024-05-09,Pending,73223.18
1882,366,2024-01-31,Shipped,44052.41
1883,651,2024-05-01,Delivered,23195.47
1884,4243,2025-11-12,Cancelled,35729.39
1885,2925,2025-09-28,Cancelled,32716.58
1886,1428,2024-03-07,Delivered,30513.02
1887,2139,2024-07-02,Cancelled,29282.4
1888,614,2025-01-12,Shipped,6563.47
1889,2052,2025-05-13,Pending,43923.77
1890,4763,2024-11-06,Cancelled,43261.44
1891,4547,2024-12-26,Pending,2984.39
1892,435,2024-01-24,Cancelled,42276.91
1893,2591,2024-11-26,Delivered,12056.97
1894,247,2025-03-09,Cancelled,68080.05
1895,3528,2024-07-18,Shipped,12800.8
1896,1977,2025-02-19,Cancelled,29198.49
1897,2356,2025-11-01,Delivered,46812.56
1898,3841,2024-08-18,Shipped,69739.55
1899,2963,2025-04-12,Shipped,10670.64
1900,1344,2024-09-09,Pending,45676.45
1901,291,2024-08-29,Shipped,45982.14
1902,207,2025-08-10,Delivered,9258.64
1903,4402,2024-03-09,Shipped,14359.03
1904,4261,2024-12-04,Pending,69752.54
1905,4177,2024-02-06,Shipped,54437.08
1906,2210,2025-06-17,Pending,11539.62
1907,3202,2025-12-21,Cancelled,35216.91
1908,3107,2025-03-03,Delivered,66513.99
1909,3397,2024-08-30,Pending,17475.02
1910,4073,2025-11-02,Shipped,62396.57
1911,4202,2025-10-31,Pending,25436.23
1912,4284,2024-06-07,Cancelled,57489.57
1913,3945,2025-04-15,Shipped,13586.31
1914,4532,2024-11-26,Pending,67743.33
1915,1004,2025-02-03,Pending,31395.94
1916,1846,2025-10-28,Cancelled,64313.85
1917,761,2024-07-10,Pending,5896.61
1918,391,2025-12-09,Shipped,28030.92
1919,3018,2024-05-24,Cancelled,60509.89
1920,2768,2024-06-03,Delivered,70364.65
1921,2771,2025-02-27,Pending,3918.2
1922,721,2024-08-19,Cancelled,4701.6
1923,3499,2024-11-17,Pending,40675.98
1924,2270,2024-05-24,Delivered,63913.38
1925,4837,2024-07-02,Pending,18009.66
1926,2735,2025-12-03,Delivered,39518.65
1927,2756,2024-03-28,Delivered,69470.54
1928,2343,2025-01-30,Cancelled,14196.77
1929,565,2024-12-17,Delivered,61141.64
1930,2260,2024-11-01,Delivered,47546.53
1931,958,2024-01-30,Delivered,18504.14
1932,1096,2025-01-17,Shipped,64120.74
1933,3923,2024-02-28,Pending,54082.42
1934,1619,2024-09-02,Cancelled,5750.94
1935,4416,2024-02-14,Pending,7017.79
1936,4056,2025-01-11,Cancelled,61195.84
1937,2873,2025-06-06,Cancelled,59691.58
1938,279,2025-03-09,Cancelled,65350.35
1939,1522,2024-09-01,Delivered,36697.75
1940,2881,2024-06-10,Cancelled,45636.35
1941,4814,2025-08-11,Pending,15657.6
1942,3276,2024-07-18,Shipped,27795.1
1943,3152,2024-12-27,Pending,6003.75
1944,3055,2024-01-13,Pending,29383.16
1945,1288,2025-06-04,Cancelled,41668.89
1946,2486,2024-08-31,Pending,11325.57
1947,4950,2024-08-20,Shipped,45904.81
1948,898,2024-06-22,Cancelled,36170.3
1949,2968,2025-04-11,Pending,21910.05
1950,2939,2025-03-03,Pending,45638.76
1951,3236,2025-06-22,Cancelled,60355.43
1952,228,2024-09-01,Pending,56784.14
1953,3561,2025-10-29,Cancelled,38501.37
1954,1820,2024-09-07,Delivered,9831.69
1955,1746,2024-02-06,Delivered,66644.75
1956,2078,2025-11-18,Shipped,8350.26
1957,1736,2025-08-16,Pending,30240.9
